id,dataset_id,name,description,url,teaser,author,year
430,2,Mental map preservation helps user orientation in dynamic graphs,"We present the results of a formal experiment that tests the ability of a participant to orient themselves in a dynamically evolving graph. Examples of these tasks include finding a specific location or route between two locations. We find that preserving the mental map for the tasks tested is significantly faster and produces fewer errors. As the number of targets increase, this result holds.",https://doi.org/10.1007/978-3-642-36763-2_42,a952527a-049d-4c59-a7dd-1f62a6e102b5.png,"Archambault, Daniel and Purchase, Helen C",2013
431,2,On the Application of Experimental Results in Dynamic Graph Drawing,,http://ceur-ws.org/Vol-1244/GViP-paper5.pdf,3dd162c6-5edc-4666-a700-938b19e7ffd1.png,"Archambault, Daniel and Purchase, Helen C",2014
432,2,Temporal Multivariate Networks,"Networks that evolve over time, or dynamic graphs, have been of interest to the areas of information visualization and graph drawing for many years. Typically, its the structure of the dynamic graph that evolves as vertices and edges are added or removed from the graph. In a multivariate scenario, however, attributes play an important role and can also evolve over time. In this chapter, we characterize and survey methods for visualizing temporal multivariate networks. We also explore future applications and directions for this emerging area in the fields of information visualization and graph drawing.",https://doi.org/10.1007/978-3-319-06793-3_8,74ff0552-ec15-472f-acc1-39e646cfc627.png,"Archambault, Daniel and Abello, James and Kennedy, Jessie and Kobourov, Stephen G and Ma, Kwan-Liu and Miksch, Silvia and Muelder, Chris and Telea, Alexandru",2014
433,2,Can animation support the visualisation of dynamic graphs?,"Animation and small multiples are methods for visualising dynamically evolving graphs. Animations present an interactive movie of the data where positions of nodes are smoothly interpolated as the graph evolves. Nodes fade in/out as they are added/removed from the data set. Small multiples presents the data like a comic book with the graph at various states in separate windows. The user scans these windows to see how the data evolves. In a recent experiment, drawing stability (known more widely as the “mental map”) was shown to help users follow specific nodes or long paths in dynamically evolving data. However, no significant difference between animation and small multiples presentations was found. In this paper, we look at data where the nodes in the graph have low drawing stability and analyse it with new error metrics: measuring how close the given answer is from the correct answer on a continuous scale. We find evidence that when the stability of the drawing is low and important nodes in the task cannot be highlighted throughout the time series, animation can improve task performance when compared to the use of small multiples.",https://doi.org/10.1016/j.ins.2015.04.017,10c47772-2f32-4bdd-bd76-e1d22a774c5b.png,"Archambault, Daniel and Purchase, Helen C",2015
434,2,SVEN: Informative Visual Representation of Complex Dynamic Structure,"Graphs change over time, and typically variations on the small multiples or animation pattern is used to convey this dynamism visually. However, both of these classical techniques have significant drawbacks, so a new approach, Storyline Visualization of Events on a Network (SVEN) is proposed. SVEN builds on storyline techniques, conveying nodes as contiguous lines over time. SVEN encodes time in a natural manner, along the horizontal axis, and optimizes the vertical placement of storylines to decrease clutter (line crossings, straightness, and bends) in the drawing. This paper demonstrates SVEN on several different flavors of real-world dynamic data, and outlines the remaining near-term future work.",http://xxx.tau.ac.il/abs/1412.6706,41287b78-74f6-4a7c-84c5-07f254471a3e.png,"Arendt, Dustin L and Blaha, Leslie M",2014
435,2,GraphDiaries: Animated Transitions and Temporal Navigation for Dynamic Networks,"Identifying, tracking and understanding changes in dynamic networks are complex and cognitively demanding tasks. We present GraphDiaries, a visual interface designed to improve support for these tasks in any node-link based graph visualization system. GraphDiaries relies on animated transitions that highlight changes in the network between time steps, thus helping users identify and understand those changes. To better understand the tasks related to the exploration of dynamic networks, we first introduce a task taxonomy, that informs the design of GraphDiaries, presented afterwards. We then report on a user study, based on representative tasks identified through the taxonomy, and that compares GraphDiaries to existing techniques for temporal navigation in dynamic networks, showing that it outperforms them in terms of both task time and errors for several of these tasks.",https://doi.org/10.1109/TVCG.2013.254,fe26a72c-18c7-4cdb-b4c9-21ebbf4f838f.png,"Bach, Benjamin and Pietriga, Emmanuel and Fekete, Jean-Daniel",2014
436,2,A Review of Temporal Data Visualizations Based on Space-Time Cube Operations,"We review a range of temporal data visualization techniques through a new lens, by describing them as series of operations performed on a conceptual space-time cube. These operations include extracting subparts of a space-time cube, flattening it across space or time, or transforming the cube's geometry or content. We introduce a taxonomy of elementary space-time cube operations, and explain how they can be combined to turn a three-dimensional space-time cube into an easily-readable two-dimensional visualization. Our model captures most visualizations showing two or more data dimensions in addition to time, such as geotemporal visualizations, dynamic networks, time-evolving scatterplots, or videos. We finally review interactive systems that support a range of operations. By introducing this conceptual framework we hope to facilitate the description, criticism and comparison of existing temporal data visualizations, as well as encourage the exploration of new techniques and systems.",https://doi.org/10.2312/eurovisstar.20141171,413f0cd5-7ca5-4320-b3d7-defdc77fd9a6.png,"Bach, Benjamin and Dragicevic, Pierre and Archambault, Daniel and Hurter, Christophe and Carpendale, Sheelagh",2014
437,2,Visualizing Dynamic Networks with Matrix Cubes,"Designing visualizations of dynamic networks is challenging, both because the data sets tend to be complex and because the tasks associated with them are often cognitively demanding. We introduce the Matrix Cube, a novel visual representation and navigation model for dynamic networks, inspired by the way people comprehend and manipulate physical cubes. Users can change their perspective on the data by rotating or decomposing the 3D cube. These manipulations can produce a range of different 2D visualizations that emphasize specific aspects of the dynamic network suited to particular analysis tasks. We describe Matrix Cubes and the interactions that can be performed on them in the Cubix system. We then show how two domain experts, an astronomer and a neurologist, used Cubix to explore and report on their own network data.",https://doi.org/10.1145/2556288.2557010,c810c77f-85b0-49ba-8783-bbb901b0f214.png,"Bach, Benjamin and Pietriga, Emmanuel and Fekete, Jean-Daniel",2014
438,2,Small MultiPiles: Piling Time to Explore Temporal Patterns in Dynamic Networks,"We introduce MultiPiles, a visualization to explore time-series of dense, weighted networks. MultiPiles is based on the physical analogy of piling adjacency matrices, each one representing a single temporal snapshot. Common interfaces for visualizing dynamic networks use techniques such as: flipping/animation; small multiples; or summary views in isolation. Our proposed 'piling' metaphor presents a hybrid of these techniques, leveraging each one's advantages, as well as offering the ability to scale to networks with hundreds of temporal snapshots. While the MultiPiles technique is applicable to many domains, our prototype was initially designed to help neuroscientists investigate changes in brain connectivity networks over several hundred snapshots. The piling metaphor and associated interaction and visual encodings allowed neuroscientists to explore their data, prior to a statistical analysis. They detected high-level temporal patterns in individual networks and this helped them to formulate and reject several hypotheses.",https://doi.org/10.1111/cgf.12615,a4fb6b4d-33f5-442c-afe6-0efbf10910d1.png,"Bach, Benjamin and Henry-Riche, Nathalie and Dwyer, Tim and Madhyastha, Tara and Fekete, Jean-Daniel and Grabowski, Thomas",2015
439,2,Gephi: an open source software for exploring and manipulating networks,"Gephi is an open source software for graph and network analysis. It uses a 3D render engine to display large networks in real-time and to speed up the exploration. A flexible and multi-task architecture brings new possibilities to work with complex data sets and produce valuable visual results. We present several key features of Gephi in the context of interactive exploration and interpretation of networks. It provides easy and broad access to network data and allows for spatializing, filtering, navigating, manipulating and clustering. Finally, by presenting dynamic features of Gephi, we highlight key aspects of dynamic network visualization.",http://aaai.org/ocs/index.php/ICWSM/09/paper/view/154,2f4f0e79-0914-46fa-be06-79d363c3dcdb.png,"Bastian, Mathieu and Heymann, Sebastien and Jacomy, Mathieu",2009
440,2,Dynamic Graph Drawing in Visone,"In early 2008 a new testing branch of the network analysis software visone has been made publicly available [Baur et al., 2008]. This realease includes the ability to process dynamic networks. A central feature is a dedicated dynamic layout algorithm which we present here from a methological and application oriented point of view. We first describe this algorithm from an algorithmic perspective. More precisely we show how the local majorant method of the related layout algorithm given by Kamada and Kawai can be adapted to layout dynamic networks. Following the methodological part we also address some problems and some other features of our implementation. Given the information in this document users of the dynamic layout procedure in visone should be able to employ the various available options efficiently to get the desired results.",http://digbib.ubka.uni-karlsruhe.de/volltexte/1000007990,5fb70a79-d2d5-4408-97f9-93bc0416bd21.png,"Baur, Michael and Schank, Thomas",2008
441,2,Towards an Aesthetic Dimensions Framework for Dynamic Graph Visualisations,"Most research on the readability of graph visualization focuses on node-link diagrams of static graphs. But in many applications graphs are not static, but change over time, or graphs are too dense to be drawn as node-link diagrams. In this paper we look at dynamic graph visualizations: We translate the general goal of graph visualization-to convey the underlying information of a graph-into aesthetic dimensions that are applicable in practice. These aesthetic dimensions help to design, compare, and evaluate dynamic graph visualizations.",https://doi.org/10.1109/IV.2009.42,78bedb5c-6f10-4e47-be36-43f2bc32bc7b.png,"Beck, Fabian and Burch, Michael and Diehl, Stephan",2009
442,2,Rapid Serial Visual Presentation in Dynamic Graph Visualization,"Rapid Serial Visual Presentation is an effective approach for browsing and searching large amounts of data. By presenting subsequent images at high frequency, we utilize the perceptual abilities of the human visual system to rapidly process certain visual features. While this concept is successfully used in video and image browsing, we demonstrate how it can be applied to dynamic graph visualization. In this paper, we introduce a visualization technique for time-varying graphs that is scalable with respect to the number of time steps. The graph visualization is based on the Parallel Edge Splatting technique, which employs a space-efficient display of a sequence of dynamically changing graphs. To illustrate the usefulness of our approach we analyzed method call graphs recorded during the execution of the open source software system JHotDraw. Furthermore, we studied a time-varying social network representing researchers and their dynamic communication structure while attending the ACM Hypertext 2009 conference.",https://doi.org/10.1109/vlhcc.2012.6344514,31381562-295b-4ff1-8e24-839da76757c6.png,"Beck, Fabian and Burch, Michael and Vehlow, Corinna and Diehl, Stephan and Weiskopf, Daniel",2012
443,2,Matching Application Requirements with Dynamic Graph Visualization Profiles,"Mapping a dynamic graph dataset to an inappropriate visualization leads to a degradation of visualization performance at some task. To tap the full potential of existing dynamic graph visualization techniques, we propose a methodology for matching application requirements with dynamic graph visualization profiles. We target at supporting experts choosing the right visualization technique. Our methodology describes both the application requirements and the visualization techniques as profiles covering important aesthetic criteria for visualizing dynamic graphs. Characteristics of the graph and task are used to derive the application profile. The probably most appropriate visualization technique is the one whose profile matches best the required application profile. We compile exemplary visualization profiles for representatives of dynamic graph visualization approaches and demonstrate the methodology in a case study.",https://doi.org/10.1109/IV.2013.2,31262cf2-7fc5-4b0e-82fe-9dd0232939f0.png,"Beck, Fabian and Burch, Michael and Diehl, Stephan",2013
444,2,The State of the Art in Visualizing Dynamic Graphs,"Dynamic graph visualization focuses on the challenge of representing the evolution of relationships between entities in readable, scalable, and effective diagrams. This work surveys the growing number of approaches in this discipline. We derive a hierarchical taxonomy of techniques by systematically categorizing and tagging publications. While static graph visualizations are often divided into node-link and matrix representations, we identify the representation of time as the major distinguishing feature for dynamic graph visualizations: either graphs are represented as animated diagrams or as static charts based on a timeline. Evaluations of animated approaches focus on dynamic stability for preserving the viewer's mental map or, in general, compare animated diagrams to timeline-based ones. Finally, we identify and discuss challenges for future research.",http://www.visus.uni-stuttgart.de/uploads/tx_vispublications/eurovis14-star.pdf,32b7d44e-060a-4c7e-9c5c-d056aad74f35.png,"Beck, Fabian and Burch, Michael and Diehl, Stephan and Weiskopf, Daniel",2014
445,2,The Art and Science of Dynamic Network Visualization,"If graph drawing is to become a methodological tool instead of an illustrative art, many concerns need to be overcome. We discuss the problems of social network visualization, and particularly, problems of dynamic network visualization. We consider issues that arise from the aggregation of continuous-time relational data (""streaming"" interactions) into a series of networks. We discuss our experience developing SoNIA (Social Network Image Animator, http://sonia.stanford.edu) as a prototype platform for testing and comparing layouts and techniques, and as a tool for browsing attribute-rich network data and for animating network dynamics over time. We discuss strengths and weakness of existing layout algorithms and suggest ways to adapt them to sequential layout tasks. As such, we propose a framework for visualizing social networks and their dynamics, and we present a tool that enables debate and reflection on the quality of visualizations used in empirical research.",http://www.cmu.edu/joss/content/articles/volume7/deMollMcFarland/,01edf54d-9910-4616-ac74-1b554bac81a2.png,"Bender-deMoll, Skye and McFarland, Daniel A",2006
446,2,Animated Visualization of Software History using Evolution Storyboards,"The understanding of the structure of a software system can be improved by analyzing the system's evolution during development. Visualizations of software history that provide only static views do not capture the dynamic nature of software evolution. We present a new visualization technique, the Evolution Storyboard, which provides dynamic views of the evolution of a software's structure. An evolution storyboard consists of a sequence of animated panels, which highlight the structural changes in the system; one panel for each considered time period. Using storyboards, engineers can spot good design, signs of structural decay, or the spread of cross cutting concerns in the code. We implemented our concepts in a tool, which automatically extracts software dependency graphs from version control repositories and computes storyboards based on panels for different time periods. For applying our approach in practice, we provide a step by step guide that others can follow along the storyboard visualizations, in order to study the evolution of large systems. We have applied our method to several large open source software systems. In this paper, we demonstrate that our method provides additional information (compared to static views) on the ArgoUML project, an open source UML modeling tool.",https://doi.org/10.1109/wcre.2006.14,2e6543d3-d9e7-4b84-a0a3-c0e710a13f45.png,"Beyer, Dirk and Hassan, Ahmed E",2006
447,2,Visualizing Internet Evolution on the Autonomous Systems Level,"We propose a visualization approach for large dynamic graph structures with high degree variation and low diameter. In particular, we reduce visual complexity by multiple modes of representation in a single-level visualization rather than abstractions of lower levels of detail. This is useful for non-interactive display and eases dynamic layout, which we address in the online scenario. Our approach is illustrated on a family of large networks featuring all of the above structural characteristics, the physical Internet on the autonomous systems level over time.",https://doi.org/10.1007/978-3-540-77537-9_36,7f1ca317-e3d4-4c6b-9fcf-d9c0d580b5e9.png,"Boitmanis, Krists and Brandes, Ulrik and Pich, Christian",2008
448,2,Mapping the structure and evolution of chemistry research,"How does our collective scholarly knowledge grow over time? What major areas of science exist and how are they interlinked? Which areas are major knowledge producers; which ones are consumers? Computational scientometrics — the application of bibliometric/scientometric methods to large-scale scholarly datasets — and the communication of results via maps of science might help us answer these questions. This paper represents the results of a prototype study that aims to map the structure and evolution of chemistry research over a 30 year time frame. Information from the combined Science (SCIE) and Social Science (SSCI) Citations Indexes from 2002 was used to generate a disciplinary map of 7,227 journals and 671 journal clusters. Clusters relevant to study the structure and evolution of chemistry were identified using JCR categories and were further clustered into 14 disciplines. The changing scientific composition of these 14 disciplines and their knowledge exchange via citation linkages was computed. Major changes on the dominance, influence, and role of Chemistry, Biology, Biochemistry, and Bioengineering over these 30 years are discussed. The paper concludes with suggestions for future work.",https://doi.org/10.1007/s11192-009-0403-5,56586457-f67d-47fb-a29f-e0c031283e7a.png,"Boyack, Kevin W and Börner, Katy and Klavans, Richard",2009
449,2,A Qualitative Study on the Exploration of Temporal Changes in Flow Maps with Animation and Small-Multiples,"We present a qualitative user study analyzing findings made while exploring changes over time in spatial interactions. We analyzed findings made by the study participants with flow maps, one of the most popular representations of spatial interactions, using animation and small-multiples as two alternative ways of representing temporal changes. Our goal was not to measure the subjects’ performance with the two views, but to find out whether there are qualitative differences between the types of findings users make with these two representations. To achieve this goal we performed a deep analysis of the collected findings, the interaction logs, and the subjective feedback from the users. We observed that with animation the subjects tended to make more findings concerning geographically local events and changes between subsequent years. With small-multiples more findings concerning longer time periods were made. Besides, our results suggest that switching from one view to the other might lead to an increase in the numbers of findings of specific types made by the subjects which can be beneficial for certain tasks.",https://doi.org/10.1111/j.1467-8659.2012.03093.x,38395836-b5dd-416f-842f-79614a5dc8e4.png,"Boyandin, Ilya and Bertini, Enrico and Lalanne, Denis",2012
450,2,A Bayesian Paradigm for Dynamic Graph Layout,"Dynamic graph layout refers to the layout of graphs that change over time. These changes are due to user interaction, algorithms, or other underlying processes determining the graph. Typically, users spend a noteworthy amount of time to get familiar with a layout, i.e. they build a mental map [ELMS91]. To retain this map at least partially, consecutive layouts of similar graphs should not differ significantly. Still, each of these layouts should adhere to constraints and criteria that have been specified to improve meaning and readability of a drawing. In [BW97], we introduced random field models for graph layout. As a major advantage of this formulation, many different layout models can be represented uniformly by random variables. This uniformity enables us to now present a framework for dynamic layout of arbitrary random field models. Our approach is based on Bayesian decision theory and formalizes common sense procedures. Example applications of our framework are dynamic versions of two well-known layout models: Eades' spring embedder [Ead84], and Tamassia's bend-minimum orthogonal layout model for plane graphs [Tam87].",https://doi.org/10.1007/3-540-63938-1_66,c44783ca-29fc-48f0-8b2a-35b4f8c5c70c.png,"Brandes, Ulrik and Wagner, Dorothea",1997
451,2,Visual Unrolling of Network Evolution and the Analysis of Dynamic Discourse,"We introduce a method for visualizing evolving networks. In addition to the intermediate states of the network, it conveys the nature of change between states by unrolling the dynamics of the network. Each modification is shown in a separate layer of a three-dimensional representation, where the stack of layers corresponds to a time line of the evolution. We focus on networks of dynamic discourse as the driving application, but the method extends to any type of networks evolving in similar ways.",https://doi.org/10.1057/palgrave.ivs.9500037,5d4d96bd-5b60-4fef-8fba-fae3cbac6fa5.png,"Brandes, Ulrik and Corman, Steven R",2003
452,2,Affiliation Dynamics with an Application to Movie-Actor Biographies.,"We propose a visualization approach for dynamic affiliation networks in which events are characterized by a set of descriptors. It uses a radial ripple metaphor to display the passing of time and conveys relations among the different constituents through appropriate layout. Our method is particularly suitable when assuming an egocentric perspective, and we illustrate it on movie-actor biographies.",https://doi.org/10.2312/VisSym/EuroVis06/179-186,e07115fc-128a-49c7-88bc-d35f2c84089b.png,"Brandes, Ulrik and Hoefer, Martin and Pich, Christian",2006
453,2,Dynamic Spectral Layout of Small Worlds,"Spectral methods are naturally suited for dynamic graph layout, because moderate changes of a graph yield moderate changes of the layout under weak assumptions. We discuss some general principles for dynamic graph layout and derive a dynamic spectral layout approach for the animation of small-world models.",https://doi.org/10.1007/11618058_3,c73cb4e2-3a33-49ef-8e11-78c82375ea37.png,"Brandes, Ulrik and Fleischer, Daniel and Puppe, Thomas",2006
454,2,Asymmetric Relations in Longitudinal Social Networks,"In modeling and analysis of longitudinal social networks, visual exploration is used in particular to complement and inform other methods. The most common graphical representations for this purpose appear to be animations and small multiples of intermediate states, depending on the type of media available. We present an alternative approach based on matrix representation of gestaltlines (a combination of Tufte's sparklines with glyphs based on gestalt theory). As a result, we obtain static, compact, yet data-rich diagrams that support specifically the exploration of evolving dyadic relations and persistent group structure, although at the expense of cross-sectional network views and indirect linkages.",https://doi.org/10.1109/TVCG.2011.169,8a4922cd-a6d0-423c-89a1-69b3c8fd3dba.png,"Brandes, Ulrik and Nick, Bobo",2011
455,2,A quantitative comparison of stress-minimization approaches for offline dynamic graph drawing,"In dynamic graph drawing, the input is a sequence of graphs for which a sequence of layouts is to be generated such that the quality of individual layouts is balanced with layout stability over time. Qualitatively different extensions of drawing algorithms for static graphs to the dynamic case have been proposed, but little is known about their relative utility. We report on a quantitative study comparing the three prototypical extensions via their adaptation for the stress-minimization framework. While some findings are more subtle, the linking approach connecting consecutive instances of the same vertex is found to be the overall method of choice.",https://doi.org/10.1007/978-3-642-25878-7_11,9d849479-b5b6-4dee-9074-f78e39d1d57c.png,"Brandes, Ulrik and Mader, Martin",2012
456,2,Visualization methods for longitudinal social networks and stochastic actor-oriented modeling,"As a consequence of the rising interest in longitudinal social networks and their analysis, there is also an increasing demand for tools to visualize them. We argue that similar adaptations of state-of-the-art graph-drawing methods can be used to visualize both, longitudinal networks and predictions of stochastic actor-oriented models (SAOMs), the most prominent approach for analyzing such networks. The proposed methods are illustrated on a longitudinal network of acquaintanceship among university freshmen.",https://doi.org/10.1016/j.socnet.2011.06.002,23fc3269-2863-49ec-8564-de5805fe207d.png,"Brandes, Ulrik and Indlekofer, Natalie and Mader, Martin",2012
457,2,Dynamic Graph Drawing,Many graph drawing (GD) scenarios are dynamic inasmuch as they involve a repeated redrawing of the graph after frequently occurring changes to the graph structure and/or some layout properties.,https://doi.org/10.1007/3-540-44969-8_9,c848b7a3-ccdc-4cc7-99b0-8880e1d694e3.png,"Branke, Jürgen",2001
