id,name,description,code_id,created,created_by,parent,is_leaf
171,parallel,"mehrere befehle werden in einem moment ausgeführt. der spieler kann zum beispiel pausieren, eine aktion für verschiedene units auswählen, die dann gleichzeitig ausgeführt werden.
z.b. mass effect",2,1712517019299,2,165,1
172,sequential,einträge der queue werden der reihe nach abgearbeitet,2,1712517019299,2,165,1
175,auto: assemble,,2,1712517083773,2,100,1
176,auto: configure,,2,1712517083773,2,100,1
177,auto: advanced,,2,1712517141703,2,100,1
178,auto: basic,,2,1712517141703,2,100,1
179,building and crafting,"problems are solved by building and crafting, e.g. building farms that produce required goods or crafting items to kill enemies more easily",2,1712517197573,2,295,0
180,customizable,,2,1712517296333,2,179,1
181,preset,,2,1712517296333,2,179,1
182,recipe,"players can use recipes to solve proplems, e.g. crafting items",2,1712517337379,2,179,1
183,copypaste,"predefined, self created, global, lokal, clipboard",2,1712517337379,2,179,1
184,repetition,,2,1712517635199,2,295,0
185,grinding,"very similar to busywork: players continuously do the same activity, e.g. kill a specific enemy type.

Can be motivated internally (players want to level-up) or because the game difficulty forces them to by not providing other means of progressing.",2,1712517680714,2,184,1
186,player communication,,2,1712517860074,2,105,0
187,npc communication,,2,1712517860074,2,105,0
188,free communication,,2,1712517995392,2,186,0
189,preset communication,,2,1712517995392,2,186,0
190,com: external,players use their (spatial) proximity to each other to communicate without using any game features for that purpose,2,1712517995392,2,188,1
191,com: voice chat,,2,1712518030110,2,188,1
192,com: text chat,,2,1712518030110,2,188,1
193,com: free drawing,"players can draw to communicate with other players, e.g. by drawing on a map to indicate where something is",2,1712518030110,2,188,1
194,com: soundboard,,2,1712518088500,2,189,1
195,com: gestures,,2,1712518088500,2,189,1
196,com: markers and pings,,2,1712518088500,2,189,1
197,com: proximity communication,"communication is bound to a location, e.g. players can only hear each other when they are close to each other in the game world",2,1712518130882,2,105,1
199,leave behind artifacts,Multiplayer,2,1712518172709,2,202,0
200,metamechanics,,2,1712518214027,2,,0
201,com: free gestures,This might be part of VR games.,2,1712518263573,2,188,1
202,multiplayer,,2,1712518292525,2,200,0
203,coop,,2,1712518351564,2,202,0
204,couch coop,,2,1712518370275,2,203,1
205,local coop,,2,1712518370275,2,203,1
206,online coop,,2,1712518370275,2,203,1
207,online multiplayer,,2,1712518389638,2,202,1
208,com: npc and player,"NPCs communicate with the player (not their in-game character), e.g. in a tutorial",2,1712518467870,2,187,1
209,com: npc and playercharacter,"players can communicate with NPCs via their in-game character, e.g. to gather information, complete quests, trade resources or just chat",2,1712518467870,2,187,1
210,com: npc and npc,NPCs talk to each other (e.g. ambient dialog or cutscenes) which can act as a source of information for the player,2,1712518501719,2,187,1
211,tutorial,,2,1712518532938,2,341,1
212,non trivial choices,,2,1712518626094,2,126,1
213,narrative choices,,2,1712518626094,2,126,1
214,trivial choices,,2,1712518626094,2,126,1
215,reasoning,,2,1712518716741,2,295,0
216,has contradictions,,2,1712518776672,2,341,1
217,can find contradictions,,2,1712518776672,2,341,1
219,subversion: gamemechanic,,2,1712518810056,2,297,1
220,subversion: storytelling,,2,1712518810056,2,297,1
222,map,,2,1712519023308,2,310,0
223,problem solving,,2,1712519248734,2,,0
225,VR communication,,1,1712518263573,2,,1
226,accusationcomplex,Selection via complex player input.,1,1712516137076,2,,1
227,accusationsimple,Selection per predefined dialog,1,1712516137076,2,,1
228,advanced,,1,1712517141703,2,,1
229,assemble automation,,1,1712517083773,2,,1
230,basic,,1,1712517141703,2,,1
231,can find contradictions,,1,1712518776672,2,,1
232,configure automation,,1,1712517083773,2,,1
233,coop,,1,1712518351564,2,,1
234,copypaste,"predefined, self created, global, lokal, clipboard",1,1712517337379,2,,1
235,couchcoop,,1,1712518370275,2,,1
236,customizable,,1,1712517296333,2,,1
237,direct,,1,1712516838216,2,,1
238,drawing,,1,1712518030110,2,,1
239,external communication,,1,1712517995392,2,,1
240,free communication,,1,1712517995392,2,,0
241,gestures,,1,1712518088500,2,,1
242,grinding,,1,1712517680714,2,,1
243,has contradictions,,1,1712518776672,2,,1
244,indirect,,1,1712516838216,2,,1
245,information,,1,1712518214027,2,,0
246,inputbuffer,Input is persistent even if it can not be executed immediately.,1,1712516734422,2,,1
247,leave information,,1,1712518172709,2,,0
248,location based,,1,1712518130882,2,,1
249,logic puzzles,,1,1712519314853,2,,0
250,lokalcoop,,1,1712518370275,2,,1
251,mandatory,,1,1712517083773,2,,1
252,map,,1,1712519023308,2,,0
253,markerping,,1,1712518088500,2,,1
254,multiplayer,,1,1712518292525,2,,1
255,must find contradictions,,1,1712518776672,2,,1
256,narrative choices,,1,1712518626094,2,,1
257,non trivial choices,,1,1712518626094,2,,1
258,not location based,,1,1712518130882,2,,1
259,npc communication,,1,1712517860074,2,,0
260,npctonpc,,1,1712518501719,2,,1
261,npctoplayer,,1,1712518467870,2,,1
262,npctoplayercharacter,,1,1712518467870,2,,1
263,online multiplayer,,1,1712518389638,2,,1
264,onlinecoop,,1,1712518370275,2,,1
265,optinal,,1,1712517083773,2,,1
266,parallel,,1,1712517019299,2,,1
267,parent busy work,,1,1712517635199,2,,0
268,planning,,1,1712517197573,2,,0
269,player communication,,1,1712517860074,2,,0
270,preset,,1,1712517296333,2,,1
271,preset communication,,1,1712517995392,2,,0
272,problem solving,,1,1712519248734,2,,0
273,queuegame,e.g. Dorfromantik,1,1712516668685,2,,1
274,queueplayer,,1,1712516477954,2,,0
275,queues,,1,1712516375204,2,,0
276,realtime,,1,1712517019299,2,,1
277,reasoning,,1,1712518716741,2,,0
278,recipe,,1,1712517337379,2,,1
279,sequential,,1,1712517019299,2,,1
280,soundboard,,1,1712518088500,2,,1
281,strategy,,1,1712518899463,2,,0
282,subversion of expectation gamemechanic,,1,1712518810056,2,,1
283,subversion of expectation storytelling,,1,1712518810056,2,,1
284,template,players can define blueprints or template to reuse at another point in time,1,1710968934321,1,,1
285,text chat,,1,1712518030110,2,,1
286,trivial choices,,1,1712518626094,2,,1
287,tutorial,,1,1712518532938,2,,1
288,voice chat,,1,1712518030110,2,,0
289,apply rules,"games rules (or rules of logic) are used to solve problems

merged tags: deduction, rules",2,1713081325688,2,215,1
290,gameobject personalization,"cosmetics, object coloring, renaming",2,1713081762411,2,107,1
291,ui personalization,players can personalize some parts of the UI to better match their preferences,2,1713081762411,2,107,0
292,skilltree,character editor,2,1713081925536,2,341,1
293,ui: sandbox,"players can freely personalize the UI, e.g. by moving windows (rollercoaster, banished) or by changing the layout (DotA 2)",2,1713082131114,2,291,1
294,ui: settings,"players can personalize UI settings to some extent, e.g. color blind mode and hotkey bindings",2,1713082131114,2,291,1
295,problem solving techniques,,2,1713086660182,2,223,0
296,problem types,,2,1713086660182,2,223,0
297,topics,,2,1713086804598,2,296,0
298,solution space,,2,1713086804598,2,296,0
299,sol: many,,2,1713086852155,2,298,1
300,sol: single,,2,1713086852155,2,298,1
302,organize information,,2,1713088519570,2,122,0
304,remember self,,2,1713088782652,2,110,1
305,body language,"body language is a central topic, e.g. when players must analyze body language to make a decision",2,1713091274671,2,114,1
306,learn unknown language,players must learn an unkownn (real of fictitious) language (for people) that they use to solve problems,2,1713091274671,2,114,1
307,apply preknown language,players must use their knowledge of a language (learned outside of the game) to solve problems,2,1713091274671,2,114,1
308,learn programming,players must learn a programming language (fictional or real) to solve problems provided by the game,2,1713091274671,2,114,1
309,leave gameobjects,,2,1713091585129,2,199,1
310,spatial navigation,,2,1713093873124,2,200,0
311,quicktravel,,2,1713095051545,2,222,1
312,objectquicktravel,,2,1713095081101,2,310,1
313,camera perspective,,2,1713095081101,2,310,0
314,minimap,,2,1713095154286,2,222,1
315,trailpath,,2,1713095154286,2,222,1
316,arrow indicator,,2,1713095194985,2,116,1
317,compass,,2,1713095194985,2,116,1
318,ingame pathtrail,"directions are given via a path that is overlayed on the map, e.g. to show players which way they must go",2,1713095236272,2,116,1
319,markerpingundso,,2,1713095236272,2,310,1
320,freedetached camera,,2,1713096209643,2,313,1
321,third person,,2,1713096209643,2,313,1
322,first person,,2,1713096209643,2,313,1
324,scouting,"player wants to (repeadetly) investigate an area, e.g. to check that nothing is there or to get information on an enemy",2,1713097310471,2,110,1
325,moral and emotional challenges,,2,1713105924667,2,126,1
326,motor skills,,2,1713106034622,2,200,0
327,spatial precision,,2,1713106114774,2,326,0
328,temporal precision,,2,1713106114774,2,326,0
329,move,,2,1713106130850,2,327,1
330,aim,,2,1713106130850,2,327,1
331,comboing,,2,1713106152700,2,328,1
332,rhythm,,2,1713106152700,2,328,1
333,detective work,e.g. whodunit,2,1713108313741,2,297,1
334,exploration,"player investigates an area in the hopes of finding something new that helps with game progress, e.g. find items or new NPCs to talk to

game progress is required for changes to an already explored area",2,1713108723165,2,110,1
335,mini: logic,"includes minigames that can primarily be solved by employing logic, e.g Towers of Hanoi",2,1713109628757,2,119,1
336,mini: skill,"includes minigames that can primarily be solved through skill, e.g clicking objects in a short time frame in the correct order",2,1713109628757,2,119,1
337,mini: busywork,"minigames that consist of busywork (see ""busywork"" tag), e.g. trivial and repetitive tasks",2,1713109628757,2,119,1
338,game of skill or dexterity,"the game requires players to have mastered a skill (usally hand-eye coordination) to a certain degree

this does not include all games where the player needs to click on things",2,1713159322039,2,296,1
339,rhythm or music,,2,1713160006939,2,297,1
340,combos,,2,1713160006939,2,297,1
341,misc,,2,1713160667321,2,200,0
342,mng: units,,2,1713165529767,2,352,1
343,mng: consumables,"alles was verbrauchbar ist, geld, resourcen, essbares",2,1713165529767,2,352,1
344,mng: skills and items,"items gleichbedeutend mit equipment, included cooldowns, auswahl von items",2,1713166308721,2,352,1
345,mng: compose team,,2,1713166425659,2,352,1
346,strategy problem,"game problems are of a strategic nature, e.g. players must manage resources and make plans to overcome challenges",2,1713166918917,2,296,1
347,quicktime events,,2,1713167124757,2,341,1
348,intense roleplaying,,2,1713167145228,2,297,1
349,violence,,2,1713167708973,2,297,0
350,vio: enact,enact violence like killing creatures and defeating enemies,2,1713167726338,2,349,1
351,character editor,,2,1713168014001,2,341,1
352,resource management,"merge tags:
strategy (optional), strategy, organization of game resources",2,1713185301563,2,295,0
353,practicing,Even if i already can do something i might want to get better at it.,2,1713186177389,2,184,1
354,mng: time,,2,1713186219695,2,352,1
355,competition,,2,1713186315556,2,297,1
356,high replayvalue,,2,1713193042126,2,341,1
357,vio: experience,"Experience violence. For example as a victim or as a witness. Even games where the player is peaceful can be tag with this.

Example:
Valiant Hearts: The Great War",2,1713193132942,2,349,1
358,ginfo: predefined notes,"merge tags:
predefined notes, premade notes",2,1713194480497,2,110,1
359,logic challenges,"merge tags:
riddles, logic puzzles",2,1713196264887,2,296,1
365,dd: arrow indicator,players are shown a direction through an arrow indicator,3,1713095194985,2,403,1
367,auto: assemble,An automation should be something that could also be done manually OR an essential part of the game. Therefore replacing manual labor while preferably introducing a certain depth.,3,1712517083773,2,370,1
369,auto: configure,An automation should be something that could also be done manually OR an essential part of the game. Therefore replacing manual labor while preferably introducing a certain depth.,3,1712517083773,2,370,1
370,automation,Automating processes via game mechanics is helpful or mandatory for problem solving,3,1711805797474,4,476,0
371,sch: blueprint,players can define or build blueprints that function as a planning help,3,1710236656030,1,373,1
373,schemata,"problems are solved by building and crafting, e.g. building farms that produce required goods or crafting items to kill enemies more easily",3,1712517197573,2,594,0
377,character editor,,3,1713168014001,2,464,1
378,com: chat wheel,"players can post premade messages to a chat, usually by using a wheel where they can choose between a set of available messages

This acts as a barrier for toxicity and does not require devs to implement chat filters.",3,1710236969585,1,474,1
379,com: external,players use their (spatial) proximity to each other to communicate without using any game features for that purpose,3,1712517995392,2,408,1
380,com: free drawing,"players can draw to communicate with other players, e.g. by drawing on a map to indicate where something is",3,1712518030110,2,408,1
381,com: free gestures,This might be part of VR games.,3,1712518263573,2,408,1
382,com: gestures,,3,1712518088500,2,474,1
383,com: markers and pings,,3,1712518088500,2,474,1
384,com: npc and npc,NPCs talk to each other (e.g. ambient dialog or cutscenes) which can act as a source of information for the player,3,1712518501719,2,457,1
385,com: npc and player,"NPCs communicate with the player (not their in-game character), e.g. in a tutorial. This can include narrators.",3,1712518467870,2,457,1
386,com: npc and playercharacter,"players can communicate with NPCs via their in-game character, e.g. to gather information, complete quests, trade resources or just chat",3,1712518467870,2,457,1
387,com: proximity communication,"communication is bound to a location, e.g. players can only hear each other when they are close to each other in the game world.
This is allowed to be tagged for single player games.",3,1712518130882,2,393,1
388,com: soundboard,,3,1712518088500,2,474,1
389,com: text chat,,3,1712518030110,2,408,1
390,com: voice chat,,3,1712518030110,2,408,1
393,communication,players must communicate to coordinate their game actions or solve problems,3,1710962863491,1,594,0
394,dd: compass,players can understand directions via a compass,3,1713095194985,2,403,1
398,sch: copypaste,"predefined, self created, global, lokal, clipboard",3,1712517337379,2,373,1
399,mul: couch coop,,3,1712518370275,2,454,1
401,wyd: detective work,e.g. whodunit,3,1713108313741,2,639,1
403,direction display,"players are automatically guided to a location, e.g. via markers or a trail",3,1710966824438,1,502,0
406,ginfo: exploration,"player investigates an area in the hopes of finding something new that helps with game progress, e.g. find items or new NPCs to talk to

game progress is required for changes to an already explored area",3,1713108723165,2,412,1
408,free communication,,3,1712517995392,2,468,0
410,pc: skill or dexterity,"the game requires players to have mastered a skill (usally hand-eye coordination) to a certain degree

this does not include all games where the player needs to click on things",3,1713159322039,2,477,1
411,gameobject personalization,"cosmetics, object coloring, renaming",3,1713081762411,2,464,1
412,gather information,"players must identify and gather information themselves to progress, e.g. by inspecting objects or talking to NPCs",3,1710169624238,1,461,0
413,ginfo: dialog,players often progress by choosing an (appropriate) dialog option,3,1711012276403,1,412,1
414,ginfo: lookup,"merge tags:
predefined notes, premade notes",3,1713194480497,2,412,1
415,rpt: grinding,"very similar to busywork: players continuously do the same activity, e.g. kill a specific enemy type.

Can be motivated internally (players want to level-up) or because the game difficulty forces them to by not providing other means of progressing.",3,1712517680714,2,490,1
419,info: connect,"players can (visually) connect pieces of information, e.g. via red strings like a graph",3,1710169537955,1,462,1
420,info: show/hide,"players can (visually) hide information not relevant to the current problem, e.g. by clicking an item to reduce its rendering opacity

this does not include being able to show or hide information in windows, e.g. a quest log",3,1710236316125,1,462,1
421,int: highlight,"players can (visually) highlight specific information that they deem relevant, e.g. an item or piece of text",3,1711014568101,1,711,1
422,info: record,"players can record information themselves, e.g. by a text note",3,1710169537955,1,462,1
423,info: mark/tag,"players can tag information, which can be abstract or concrete, e.g. by tagging video clips based on their content",3,1709565043425,1,462,1
424,dd: ingame path trail,"directions are given via a path that is overlayed on the map, e.g. to show players which way they must go",3,1713095236272,2,403,1
431,leave behind artifacts,Multiplayer,3,1712518172709,2,454,0
432,leave gameobjects,,3,1713091585129,2,431,1
433,mul: local coop,TODO rename to LAN local area network,3,1712518370275,2,454,1
434,pc: logic challenges,"merge tags:
riddles, logic puzzles",3,1713196264887,2,477,1
435,map,,3,1712519023308,2,502,0
436,map: drawing,players can draw on a map,3,1710236914216,1,435,1
437,spn: marker,,3,1713095236272,2,502,1
438,metamechanics,,3,1712518214027,2,,0
439,mini: busywork,"minigames that consist of busywork (see ""busywork"" tag), e.g. trivial and repetitive tasks",3,1713109628757,2,442,1
440,mini: logic,"includes minigames that can primarily be solved by employing logic, e.g Towers of Hanoi",3,1713109628757,2,442,1
441,mini: skill,"includes minigames that can primarily be solved through skill, e.g clicking objects in a short time frame in the correct order",3,1713109628757,2,442,1
442,minigames,includes mini-games that reward players with progress in some form,3,1710171886240,1,475,0
443,map: minimap,,3,1713095154286,2,435,1
444,misc,,3,1713160667321,2,438,0
446,mng: compose team,"compose team requires units need to influence each other e.g. in terms of interaction (Seiteneffekte, Wechselwirkungen)",3,1713166425659,2,491,1
448,mng: skills,"includes cooldowns
when you use it 
when you upgrade it",3,1713166308721,2,491,1
449,mng: time,,3,1713186219695,2,491,1
450,mng: units,,3,1713165529767,2,491,1
451,pc: emotional challenges,,3,1713105924667,2,477,1
454,multiplayer,,3,1712518292525,2,594,0
457,npc communication,,3,1712517860074,2,393,0
458,spn: object quicktravel,"players can quicktravel by using objects in the game world, like portals, teleport scrolls, gates, etc.",3,1713095081101,2,502,1
460,mul: online multiplayer,,3,1712518389638,2,454,1
461,information,players must organize resources to succeed (e.g min-maxing),3,1710952384138,2,476,0
462,organize information,"players must organize resources to succeed (e.g min-maxing)
the organization tree does contain elements in which the player organizes information in some way",3,1713088519570,2,461,0
464,personalization,"players can customize objects in the game, e.g. by renaming, coloring or more",3,1710968934321,1,438,0
466,res: apply physics,"problem solving involves systems and rules based on physics, e.g. jump-and-run or more complex puzzles",3,1710956484400,2,486,1
467,map: place symbols,"players can add symbols to a map, e.g. location markers",3,1710235996661,1,435,1
468,player communication,,3,1712517860074,2,393,0
471,rpt: practicing,Even if i already can do something i might want to get better at it.,3,1713186177389,2,490,1
472,map: symbols,players can see markers or symbols that provide information on a map,3,1711111373766,2,435,1
474,preset communication,,3,1712517995392,2,468,0
475,problem solving,,3,1712519248734,2,,0
476,problem solving techniques,,3,1713086660182,2,475,0
477,personal challenges,,3,1713086660182,2,475,0
478,res: combine information,"players need to assemble pieces in the correct manner, e.g. when presenting evidence",3,1709910826759,1,486,1
481,mechanics: queue,,3,1712516375204,2,594,1
482,misc: quicktime events,,3,1713167124757,2,444,1
483,map: quicktravel,"players can use a map to quickly travel to other locations. OBACHT: A game feature is only quicktravel, if the player could also travel the same distance a slower way e.g. walking by foot vs clicking on the minimap.",3,1713095051545,2,435,1
486,reasoning,,3,1712518716741,2,476,0
487,sch: recipe,"players can use recipes to solve proplems, e.g. crafting items",3,1712517337379,2,373,1
489,ginfo: remember self,,3,1713088782652,2,412,1
490,repetition,,3,1712517635199,2,476,0
491,resource management,"merge tags:
strategy (optional), strategy, organization of game resources",3,1713185301563,2,476,0
493,top: music,,3,1713160006939,2,603,1
494,ginfo: scouting,"player wants to (repeadetly) investigate an area, e.g. to check that nothing is there or to get information on an enemy",3,1713097310471,2,412,1
495,misc: secrets,"game content that is hidden or not easily accessible, e.g. easter eggs, treasures, special endings ..",3,1711813043652,4,444,1
497,misc: skilltree & upgrades,game includes a skill or research tree where abilities are successively unlocked,3,1713081925536,2,444,1
498,res: social deduction,players need to engage in social deduction,3,1709910683079,1,486,1
502,spatial navigation,,3,1713093873124,2,438,0
504,res: strategic planning,players must devise an appropriate strategy to solve problems,3,1710969196761,1,486,1
505,pc: strategy challenges,"game problems are of a strategic nature, e.g. players must manage resources and make plans to overcome challenges",3,1713166918917,2,477,1
506,subversion: gamemechanic,,3,1712518810056,2,444,1
507,subversion: storytelling,,3,1712518810056,2,444,1
508,sch: template,players can define blueprints or template to reuse at another point in time,3,1710968934321,1,373,1
510,text in world,players can add (persistent) text to the game world,3,1710237123880,1,431,1
511,ginfo: text search,players can search through information by specifying search terms,3,1710171588976,1,412,1
513,top: time,"This tag marks games that have time as a central topic. For example when the needs to achieve something in a specific amount of time, or when a groundhog day scenario is at play.",3,1711125631692,2,601,1
514,topics,,3,1713086804598,2,591,0
515,map: path trail,path trails are shown on a map,3,1713095154286,2,435,1
516,rpt: trial and error,players solve problems via trial and error since they can just try out different solution strategies without penalty (or with reloading),3,1710962926778,1,490,1
518,misc: tutorial,,3,1712518532938,2,444,1
519,ui personalization,players can personalize some parts of the UI to better match their preferences,3,1713081762411,2,464,0
520,ui: sandbox,"players can freely personalize the UI, e.g. by moving windows (rollercoaster, banished) or by changing the layout (DotA 2)",3,1713082131114,2,519,1
521,ui: accessibility,"players can personalize UI settings to some extent, e.g. color blind mode and hotkey bindings",3,1713082131114,2,519,1
522,enact violence,players solve problems or progress by enacting violence like killing creatures and defeating enemies,3,1713167726338,2,476,1
525,pc: other,,3,1715682588475,2,477,1
526,pc: labor or busywork,,3,1715682690920,2,477,1
